Title,Domain,Branch,Type,Price,Description,ImageURL,DemoVideoURL,Tags,Featured
Solar Powered Rapid Water Heating System Using DC Induction Heating,Embedded,EEE,Product,8573,Project focusing on solar powered rapid water heating system using dc induction heating.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Miniature thermal power plant using TEP transducer for domestic,Machine Learning,EEE,Prototype,9801,Project focusing on miniature thermal power plant using tep transducer for domestic.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Implementation of FM Radio Based SCADA System in Industries,IoT,CSE,Prototype,8750,Project focusing on implementation of fm radio based scada system in industries.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, CSE",FALSE
Design And Implementation Of A High-Efficiency Multiple-Output Resonant Converter for Induction Heating Applications Featuring Wide Band gap Devices,Large AI,EEE,Product,10890,Project focusing on design and implementation of a high-efficiency multiple-output resonant converter for induction heating applications featuring wide band gap devices.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Fabrication of Speed Breaker Based Power Generation with Efficient Inverter,IoT,EEE,Prototype,9253,Project focusing on fabrication of speed breaker based power generation with efficient inverter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Experimental Analysis of Solar Operated Thermo-Electric Heating and Cooling System,Machine Learning,EEE,Product,9801,Project focusing on experimental analysis of solar operated thermo-electric heating and cooling system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Energy Harvesting From Vehicle Using Piezo Electric Plates,Embedded,Medical,Product,8632,Project focusing on energy harvesting from vehicle using piezo electric plates.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Medical",FALSE
Implementation of an Advanced Substation Monitoring and Energy Meter Tampering Alert Using PLCC,Robotics,CSE,Prototype,10501,Project focusing on implementation of an advanced substation monitoring and energy meter tampering alert using plcc.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, CSE",TRUE
Hybrid Power Generations based Power Management System with MATLAB,Simulation,EEE,Prototype,9528,Project focusing on hybrid power generations based power management system with matlab.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
Dual Axis Solar Tracker with MPPT,Robotics,EEE,Prototype,10002,Project focusing on dual axis solar tracker with mppt.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
"Development of Prototype Model for Monitoring and Controlling Of Kva, Kvar, Kwh, Pf For Different Loads",Machine Learning,CSE,Product,8699,"Project focusing on development of prototype model for monitoring and controlling of kva, kvar, kwh, pf for different loads.",ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, CSE",TRUE
Design and Implementation of MPPT for Solar Power Inverter System Using Msp-f,Machine Learning,EEE,Prototype,9801,Project focusing on design and implementation of mppt for solar power inverter system using msp-f.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Design of Hybrid Power Generations with Efficient Power Manganement System,Embedded,EEE,Product,8573,Project focusing on design of hybrid power generations with efficient power manganement system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Design and Implementation of MPPT for Hybrid Solar-Wind Energy System,Machine Learning,EEE,Product,9801,Project focusing on design and implementation of mppt for hybrid solar-wind energy system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Design and construction of Earth fault relay for single phase power system with Feeder protection from Over Load,Machine Learning,EEE,Prototype,9801,Project focusing on design and construction of earth fault relay for single phase power system with feeder protection from over load.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
DC motor Speed Synchronisation and controlling system based on Power Line Carrier Communication (PLCC),Machine Learning,EEE,Prototype,9801,Project focusing on dc motor speed synchronisation and controlling system based on power line carrier communication (plcc).,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Automobile Radiator Heat to Electricity Generation,Machine Learning,Medical,Product,8499,Project focusing on automobile radiator heat to electricity generation.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Medical",TRUE
Android and PLCC based AC induction motor speed controlling with Zero-Crossing detection,Robotics,Mechanical,Prototype,12499,Project focusing on android and plcc based ac induction motor speed controlling with zero-crossing detection.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Mechanical",TRUE
A Proposed Wireless System to Real Time Monitoring In Power Transformer,Machine Learning,EEE,Product,9801,Project focusing on a proposed wireless system to real time monitoring in power transformer.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Vehicle-Assisted Device-To-Device Data Delivery For Smart Grid,Large AI,EEE,Prototype,10890,Project focusing on vehicle-assisted device-to-device data delivery for smart grid.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
Sizing And Analysis of Renewable Energy and Battery Systems in Residential Micro grids,Large AI,EEE,Product,10890,Project focusing on sizing and analysis of renewable energy and battery systems in residential micro grids.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
A Smart Switch To Connect And Disconnect Electrical Devices At Home By Using Internet,Robotics,EEE,Product,10002,Project focusing on a smart switch to connect and disconnect electrical devices at home by using internet.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Bidirectional Rotation of Single Phase Ac Induction Motor without Run Capacitor,Machine Learning,Mechanical,Product,9037,Project focusing on bidirectional rotation of single phase ac induction motor without run capacitor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Mechanical",TRUE
Smart Electricity Meter Data Intelligence For Future Energy Systems A Survey,Simulation,Mechanical,Prototype,9524,Project focusing on smart electricity meter data intelligence for future energy systems a survey.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",FALSE
A Modular Multilevel DC-DC Converter With Fault Blocking Capability for HVDC Interconnects,Machine Learning,CSE,Product,8699,Project focusing on a modular multilevel dc-dc converter with fault blocking capability for hvdc interconnects.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, CSE",FALSE
A Hybrid Filter for the Suppression of Common-Mode Voltage and Differential-Mode Harmonics in Three-Phase Inverters With CPPM,Robotics,EEE,Prototype,10002,Project focusing on a hybrid filter for the suppression of common-mode voltage and differential-mode harmonics in three-phase inverters with cppm.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Fully Soft-Switched Single Switch Isolated DC–DC Converter,Large AI,Civil,Product,7499,Project focusing on fully soft-switched single switch isolated dc–dc converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Civil",FALSE
A Family of Five-Level Dual-Buck Full-bridge Inverters for Grid-tied Applications,Simulation,EEE,Product,9528,Project focusing on a family of five-level dual-buck full-bridge inverters for grid-tied applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
A dc-Side Sensorless Cascaded H-Bridge Multilevel Converter Based Photovoltaic System,Machine Learning,ECE,Product,5999,Project focusing on a dc-side sensorless cascaded h-bridge multilevel converter based photovoltaic system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, ECE",FALSE
A Novel Single Phase Cascaded Multilevel Inverter for Hybrid Renewable Energy Sources,Robotics,EEE,Prototype,10002,Project focusing on a novel single phase cascaded multilevel inverter for hybrid renewable energy sources.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
A Novel Five-Level Voltage Source Inverter with Sinusoidal Pulse Width Modulator for Medium-Voltage Applications,Large AI,EEE,Prototype,10890,Project focusing on a novel five-level voltage source inverter with sinusoidal pulse width modulator for medium-voltage applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",TRUE
A New Resonant Modular Multilevel Step-Down DC–DC Converter with Inherent-Balancing,Simulation,CSE,Prototype,9524,Project focusing on a new resonant modular multilevel step-down dc–dc converter with inherent-balancing.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, CSE",FALSE
A Novel and Simple Single-Phase Modulator for the Nested Neutral-Point Clamped (NNPC) Converter,Large AI,Medical,Prototype,10105,Project focusing on a novel and simple single-phase modulator for the nested neutral-point clamped (nnpc) converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Medical",TRUE
A Fully Soft-Switched Single Switch Isolated DC–DC Converter,Robotics,ECE,Prototype,10501,Project focusing on a fully soft-switched single switch isolated dc–dc converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, ECE",FALSE
A High Step-Up DC to DC Converter Under Alternating Phase Shift Control for Fuel Cell Power System,IoT,EEE,Product,9253,Project focusing on a high step-up dc to dc converter under alternating phase shift control for fuel cell power system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
A Quad Two-Level Inverter Configuration for Four-Pole Induction-Motor Drive with Single DC Link,Simulation,EEE,Product,9528,Project focusing on a quad two-level inverter configuration for four-pole induction-motor drive with single dc link.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
A Novel Multilevel Multi-Output Bidirectional Active Buck PFC Rectifier,Robotics,Medical,Prototype,10501,Project focusing on a novel multilevel multi-output bidirectional active buck pfc rectifier.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Medical",FALSE
A new maximum power point method based on a sliding mode approach for solar energy harvesting,Embedded,EEE,Product,8573,Project focusing on a new maximum power point method based on a sliding mode approach for solar energy harvesting.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
A Modified P&O Maximum Power Point Tracking Method with Reduced Steady State Oscillation and Improved Tracking Efficiency,IoT,EEE,Product,9253,Project focusing on a modified p&o maximum power point tracking method with reduced steady state oscillation and improved tracking efficiency.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
A Fault-Tolerant Series-Resonant DC-DC Converter,Simulation,Medical,Product,9524,Project focusing on a fault-tolerant series-resonant dc-dc converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Medical",FALSE
A Power Factor Oriented Railway Power Flow Controller for Power Quality Improvement in Electrical Railway Power System,Machine Learning,EEE,Product,9801,Project focusing on a power factor oriented railway power flow controller for power quality improvement in electrical railway power system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
A Capacitor Voltage-Balancing Method for Nested Neutral Point Clamped (NNPC) Inverter,Simulation,EEE,Product,9528,Project focusing on a capacitor voltage-balancing method for nested neutral point clamped (nnpc) inverter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
A Compact Multifunctional Power Electronic Interface for Plug-in Hybrid Electric Vehicles,IoT,EEE,Prototype,9253,Project focusing on a compact multifunctional power electronic interface for plug-in hybrid electric vehicles.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
A Highly Efficient and Reliable Inverter Configuration Based Cascaded Multilevel Inverter for PV Systems,Machine Learning,EEE,Prototype,9801,Project focusing on a highly efficient and reliable inverter configuration based cascaded multilevel inverter for pv systems.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
A Harmonic Suppression Scheme for Full Speed Range of a Two-Level Inverter Fed Induction Motor and Drive Using Switched Capacitive Filter,Large AI,EEE,Prototype,10890,Project focusing on a harmonic suppression scheme for full speed range of a two-level inverter fed induction motor and drive using switched capacitive filter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
A Robust Back stepping High-Order Sliding Mode Control Strategy for Grid-Connected DG Units With Harmonic Inter harmonic Current,IoT,EEE,Product,9253,Project focusing on a robust back stepping high-order sliding mode control strategy for grid-connected dg units with harmonic inter harmonic current.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
A Performance Investigation of a Four-Switch Three-Phase Inverter-Fed IM Drives at Low Speeds Using Fuzzy Logic and PI Controllers,IoT,EEE,Product,9253,Project focusing on a performance investigation of a four-switch three-phase inverter-fed im drives at low speeds using fuzzy logic and pi controllers.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
A Novel Structure for Single-Switch Nonisolated Transformerless Buck–Boost DC–DC Converter,Simulation,Civil,Product,9524,Project focusing on a novel structure for single-switch nonisolated transformerless buck–boost dc–dc converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Civil",FALSE
A Novel Single-Stage Single-Phase Reconfigurable Inverter Topology for a Solar Powered Hybrid AC-DC Home,Embedded,EEE,Product,8573,Project focusing on a novel single-stage single-phase reconfigurable inverter topology for a solar powered hybrid ac-dc home.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
A New-Coupled-Inductor Circuit Breaker for DC Applications,Embedded,ECE,Prototype,8599,Project focusing on a new-coupled-inductor circuit breaker for dc applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, ECE",FALSE
A Novel STATCOM Based on Diode-Clamped Modular Multilevel Converters,Machine Learning,CSE,Prototype,8699,Project focusing on a novel statcom based on diode-clamped modular multilevel converters.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, CSE",TRUE
A New Single-Phase Switched-Coupled Inductor DC–AC Inverter for Photovoltaic Systems,Machine Learning,EEE,Product,9801,Project focusing on a new single-phase switched-coupled inductor dc–ac inverter for photovoltaic systems.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
A Modified Three-Phase Current-Source Inverter for Modular Photovoltaic Applications,Machine Learning,EEE,Prototype,9801,Project focusing on a modified three-phase current-source inverter for modular photovoltaic applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Smooth Initialization of phase Induction Motor,Large AI,Mechanical,Prototype,10105,Project focusing on smooth initialization of phase induction motor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, Mechanical",FALSE
Implementation of Solar Powered Multilevel Inverter,Machine Learning,EEE,Product,9801,Project focusing on implementation of solar powered multilevel inverter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Wireless Remote Controlled Solar Powered Ceiling Light,Robotics,EEE,Prototype,10002,Project focusing on wireless remote controlled solar powered ceiling light.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Retrofitting of Existing Vehicles for converting to Electric Vehicle (EV),Machine Learning,Civil,Product,9037,Project focusing on retrofitting of existing vehicles for converting to electric vehicle (ev).,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",FALSE
Production of Electricity by the Method of Road Power Generation,IoT,EEE,Prototype,9253,Project focusing on production of electricity by the method of road power generation.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Prepaid Energy Meter with Power Theft Detection and Control using GSM and Arduino,Machine Learning,EEE,Prototype,9801,Project focusing on prepaid energy meter with power theft detection and control using gsm and arduino.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
PC based optimum power management system,Embedded,EEE,Prototype,8573,Project focusing on pc based optimum power management system.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Solar Panel Based Maximum power point tracking using SEPIC Converter,Large AI,EEE,Product,10890,Project focusing on solar panel based maximum power point tracking using sepic converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, EEE",FALSE
RF Controlled Electric Pole Climbing Robot,Robotics,Mechanical,Product,12499,Project focusing on rf controlled electric pole climbing robot.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Mechanical",TRUE
Direct Torque Control with Feedback Linearization of Induction Motor,Robotics,Mechanical,Prototype,12499,Project focusing on direct torque control with feedback linearization of induction motor.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Mechanical",TRUE
Design of Power electronic Converters for Hybrid System Applications,Embedded,EEE,Prototype,8573,Project focusing on design of power electronic converters for hybrid system applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
Fabrication of Solar Powered Bush cutter,Embedded,EEE,Prototype,8573,Project focusing on fabrication of solar powered bush cutter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
State Estimation Based Energy Theft Detection Scheme with Privacy Preservation in Smart Grid,Robotics,EEE,Product,10002,Project focusing on state estimation based energy theft detection scheme with privacy preservation in smart grid.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
Speed Control Of Single And Three Phase Induction Motor Using Full Bridge Cycloconverter,Embedded,Mechanical,Product,12500,Project focusing on speed control of single and three phase induction motor using full bridge cycloconverter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Mechanical",FALSE
Smart IoT based Energy Metering System for Microgrids with Load Management Algorithm,IoT,EEE,Prototype,9253,Project focusing on smart iot based energy metering system for microgrids with load management algorithm.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Smart Energy Meter Surveillance Using IoT,IoT,Mechanical,Prototype,8605,Project focusing on smart energy meter surveillance using iot.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",FALSE
Parallel Active Power Filter Based on Source Current Detection for Anti-Parallel Resonance with Robustness to Parameter Variationsin Power,Simulation,EEE,Prototype,9528,Project focusing on parallel active power filter based on source current detection for anti-parallel resonance with robustness to parameter variationsin power.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
New Approach on Solar Water Heater Energy Smart Metering System Using Adafruit Feather uFONA,Robotics,EEE,Prototype,10002,Project focusing on new approach on solar water heater energy smart metering system using adafruit feather ufona.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Modeling And Simulation Of Bidirectional Ac-Dc Power Converter,Simulation,EEE,Product,9528,Project focusing on modeling and simulation of bidirectional ac-dc power converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Maximum Power Extraction in Wind Energy System with Pitch Angle Control,Simulation,EEE,Product,9528,Project focusing on maximum power extraction in wind energy system with pitch angle control.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
High Efﬁciency Bridgeless Single-Power-Conversion Battery Charger for Light Electric Vehicles,IoT,EEE,Prototype,9253,Project focusing on high efﬁciency bridgeless single-power-conversion battery charger for light electric vehicles.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Hardware Design of Three Phase Voltage Source Inverter using Arduino Microcontroller and its Harmonic Analysis,Embedded,EEE,Product,8573,Project focusing on hardware design of three phase voltage source inverter using arduino microcontroller and its harmonic analysis.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Fast Distributed Reactive Power Control for Voltage Regulation in Distribution Networks,IoT,EEE,Product,9253,Project focusing on fast distributed reactive power control for voltage regulation in distribution networks.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",FALSE
Energy Theft Detection in Multi-Tenant Data Centers with Digital Protective Relay Deployment,IoT,ECE,Product,8449,Project focusing on energy theft detection in multi-tenant data centers with digital protective relay deployment.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, ECE",FALSE
Detection of Underground Power Cable Theft Strategies and Methods,Embedded,EEE,Prototype,8573,Project focusing on detection of underground power cable theft strategies and methods.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Design and Implementation of an Internet of Things Based Smart Energy Metering,IoT,CSE,Prototype,8750,Project focusing on design and implementation of an internet of things based smart energy metering.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, CSE",TRUE
Design and Hardware Implementation of Closed Loop Buck Converter Using Fuzzy Logic Controller,IoT,Mechanical,Prototype,8605,Project focusing on design and hardware implementation of closed loop buck converter using fuzzy logic controller.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Mechanical",FALSE
Analysis And Design Of Superlift LUO Boost Converter,Robotics,Civil,Product,10501,Project focusing on analysis and design of superlift luo boost converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Civil",TRUE
An Interleaved Buck-Cascaded Buck-Boost Inverter for PV Grid-Connection Applications,Embedded,EEE,Product,8573,Project focusing on an interleaved buck-cascaded buck-boost inverter for pv grid-connection applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
Adaptive optocoupler degradation compensation in isolated feedback loops,Embedded,ECE,Product,8599,Project focusing on adaptive optocoupler degradation compensation in isolated feedback loops.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, ECE",FALSE
Ac-Dc-Ac Single-Phase Multilevel Six-Leg Converter with Reduced Number of Controlled Switches,Robotics,Medical,Prototype,10501,Project focusing on ac-dc-ac single-phase multilevel six-leg converter with reduced number of controlled switches.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Medical",TRUE
A Modulation Reference Compensation Method to Realize Fully Decoupled Power Control for to Realize Fully Decoupled Power Control for Modular Multilevel Converters,Machine Learning,EEE,Product,9801,Project focusing on a modulation reference compensation method to realize fully decoupled power control for to realize fully decoupled power control for modular multilevel converters.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
Three-Phase PLL for Grid-Connected Power Converters under Both Amplitude and Phase Unbalanced Conditions,Embedded,EEE,Product,8573,Project focusing on three-phase pll for grid-connected power converters under both amplitude and phase unbalanced conditions.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Real Time DC Water Tank Level Control using Arduino Mega,Machine Learning,Civil,Product,9037,Project focusing on real time dc water tank level control using arduino mega.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, Civil",TRUE
PIC Microcontroller Based Power Factor Correction for both Leading and Lagging Loads using Compensation Method,Robotics,EEE,Product,10002,Project focusing on pic microcontroller based power factor correction for both leading and lagging loads using compensation method.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
Operation of a High Renewable Penetrated Power System with CSP plants A Look-ahead Stochastic Unit Commitment Model,Embedded,EEE,Prototype,8573,Project focusing on operation of a high renewable penetrated power system with csp plants a look-ahead stochastic unit commitment model.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",TRUE
Modulation Effects on Power-loss and Leakage Current in Three-Phase Solar Inverters,Machine Learning,EEE,Prototype,9801,Project focusing on modulation effects on power-loss and leakage current in three-phase solar inverters.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Design and Implementation of a Microcontroller Based Low Cost Computer Numerical Control (CNC) Plotter using Motor Driver Controller,Embedded,Mechanical,Product,12500,Project focusing on design and implementation of a microcontroller based low cost computer numerical control (cnc) plotter using motor driver controller.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Mechanical",FALSE
Low-Energy Smart Cities network with LoRa and Bluetooth,Embedded,Civil,Product,9299,Project focusing on low-energy smart cities network with lora and bluetooth.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, Civil",FALSE
Intelligent Power Monitoring Switch Using MSP,Simulation,EEE,Product,9528,Project focusing on intelligent power monitoring switch using msp.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",TRUE
Fully-Integrated CMOS DC-DC Boost Converter,Robotics,CSE,Prototype,10501,Project focusing on fully-integrated cmos dc-dc boost converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, CSE",FALSE
Fault Detection in Transformer Using GSM Technology,Simulation,Mechanical,Prototype,9524,Project focusing on fault detection in transformer using gsm technology.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",FALSE
Design and Simulation of a Reactive Power Compensator Using STATCOM for ‘Muhuri Dam ‘Wind Power Plant,Simulation,EEE,Prototype,9528,Project focusing on design and simulation of a reactive power compensator using statcom for ‘muhuri dam ‘wind power plant.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
Microcontroller Based Bore well Vehicle Status Informer Using GSM,IoT,Civil,Product,6499,Project focusing on microcontroller based bore well vehicle status informer using gsm.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, Civil",FALSE
Automation of Energy Meter and Building a Network Using IOT,IoT,EEE,Product,9253,Project focusing on automation of energy meter and building a network using iot.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"IoT, EEE",TRUE
Smart System for Automatic AC Motor Starter based on GSM,Simulation,Mechanical,Product,9524,Project focusing on smart system for automatic ac motor starter based on gsm.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, Mechanical",FALSE
Arduino Based Smart Energy Meter using GSM,Machine Learning,EEE,Product,9801,Project focusing on arduino based smart energy meter using gsm.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",FALSE
Adaptive Reactive Power Control of PV Power Plants for Improved Power Transfer Capability under Ultra-Weak Grid Conditions,Robotics,EEE,Prototype,10002,Project focusing on adaptive reactive power control of pv power plants for improved power transfer capability under ultra-weak grid conditions.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",TRUE
A Wide Input and Output Voltage Range Battery Charger Using Buck-Boost Power Factor Correction Converter,Machine Learning,EEE,Prototype,9801,Project focusing on a wide input and output voltage range battery charger using buck-boost power factor correction converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Machine Learning, EEE",TRUE
A New Single-Input Dual-Output DC-DC Converter Modelled Using Small-Signal AC Approach for Micro-Grid Applications,Robotics,EEE,Product,10002,Project focusing on a new single-input dual-output dc-dc converter modelled using small-signal ac approach for micro-grid applications.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, EEE",FALSE
A High Efficiency Non-Isolated Buck-Boost Converter Based on ZETA Converter,Large AI,ECE,Prototype,7999,Project focusing on a high efficiency non-isolated buck-boost converter based on zeta converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Large AI, ECE",FALSE
A MHz -to-VIN Buck-Boost Converter for Automotive Use Achieving % Efficiency and CISPR Class Standard,Robotics,Civil,Prototype,10501,Project focusing on a mhz -to-vin buck-boost converter for automotive use achieving % efficiency and cispr class standard.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Civil",TRUE
DC-Link Quasi-Switched Boost Inverter with Improved PWM Strategy and Its Comparative Evaluation,Embedded,EEE,Prototype,8573,Project focusing on dc-link quasi-switched boost inverter with improved pwm strategy and its comparative evaluation.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Embedded, EEE",FALSE
Noninverting Buck-Boost DC-DC Converter Using a Duo binary-Encoded Single-Bit Delta-Sigma Modulator,Robotics,Civil,Product,10501,Project focusing on noninverting buck-boost dc-dc converter using a duo binary-encoded single-bit delta-sigma modulator.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Robotics, Civil",TRUE
A Scheme to Improve Power Factor and Dynamic Response Performance for CRM/DCM Buck-Buck/Boost PFC Converter,Simulation,EEE,Prototype,9528,Project focusing on a scheme to improve power factor and dynamic response performance for crm/dcm buck-buck/boost pfc converter.,ADD_IMAGE_LINK,ADD_VIDEO_LINK,"Simulation, EEE",FALSE
